"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 22 14:35:57 GMT 2022","Tue Nov 22 14:36:00 GMT 2022","3039","","Login","","","","Validar login com sucesso",""
"passed","Tue Nov 22 14:35:37 GMT 2022","Tue Nov 22 14:35:54 GMT 2022","17728","","Detalhes","","","","Redirecionar para detalhes do usuario",""
"passed","Tue Nov 22 14:34:44 GMT 2022","Tue Nov 22 14:34:47 GMT 2022","3041","","Dashboard","","","","Validar Logout com sucesso",""
"passed","Tue Nov 22 14:34:05 GMT 2022","Tue Nov 22 14:34:15 GMT 2022","10168","","Criar","","","","Criar user com sucesso",""
"passed","Tue Nov 22 14:34:22 GMT 2022","Tue Nov 22 14:34:33 GMT 2022","10763","","Dashboard","","","","Validar buscar nome/email valido",""
"passed","Tue Nov 22 14:34:33 GMT 2022","Tue Nov 22 14:34:44 GMT 2022","11304","","Dashboard","","","","Validar buscar nome/email inexistente",""
"passed","Tue Nov 22 14:34:55 GMT 2022","Tue Nov 22 14:35:08 GMT 2022","12926","","Deletar","","","","Deletar user com sucesso",""
"passed","Tue Nov 22 14:36:00 GMT 2022","Tue Nov 22 14:36:01 GMT 2022","1104","","Login","","","","Validar login com dados inválidos",""
