"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 22 14:51:03 GMT 2022","Tue Nov 22 14:51:12 GMT 2022","9601","","Criar","","","","Criar user com sucesso",""
"passed","Tue Nov 22 14:51:43 GMT 2022","Tue Nov 22 14:51:46 GMT 2022","3201","","Dashboard","","","","Validar Logout com sucesso",""
"passed","Tue Nov 22 14:51:31 GMT 2022","Tue Nov 22 14:51:43 GMT 2022","11800","","Dashboard","","","","Validar buscar nome/email inexistente",""
"passed","Tue Nov 22 14:53:02 GMT 2022","Tue Nov 22 14:53:08 GMT 2022","6352","","Login","","","","Validar login com sucesso",""
"passed","Tue Nov 22 14:52:38 GMT 2022","Tue Nov 22 14:52:59 GMT 2022","21046","","Detalhes","","","","Redirecionar para detalhes do usuario",""
"passed","Tue Nov 22 14:51:20 GMT 2022","Tue Nov 22 14:51:31 GMT 2022","11216","","Dashboard","","","","Validar buscar nome/email valido",""
"passed","Tue Nov 22 14:53:08 GMT 2022","Tue Nov 22 14:53:09 GMT 2022","1090","","Login","","","","Validar login com dados inválidos",""
"passed","Tue Nov 22 14:51:54 GMT 2022","Tue Nov 22 14:52:07 GMT 2022","12559","","Deletar","","","","Deletar user com sucesso",""
